"block_number","block_hash","block_timestamp","transaction_hash","transaction_index","transaction_fee","transaction_burnt_fee","from_address","to_address","is_valid","operation","ticker","amount","attachment_sha","attachment_content_type","gas_price","gas_used","timestamp"
19526523,"0xc3d48ff9800831a9a94c180d09ef44fef418afa6eaab78735bc6be4b59cc74b4",1711553219,"0xed425260dda41fd437182a42aab9d5e26d6f8164f2ebeb4fbe72f65470146477",231,"1045254009899568","1023646009899568","0xd70e483c2a20ae9d207c45a2604f1f7a9475d66a","0xd70e483c2a20ae9d207c45a2604f1f7a9475d66a",false,"mint","wgw",1000,"0x6a1bce349799d8f81bb9cd1bcf5bf3636dc5e5f841c98414262cfffb6ee09599","application/json","48373473246","21608","2024-03-27T15:26:59.000Z"
19526523,"0xc3d48ff9800831a9a94c180d09ef44fef418afa6eaab78735bc6be4b59cc74b4",1711553219,"0x8166f6e00fc05a6089de5a1a7fb2490fbd767feba9276de3111867d6e9dc7b44",230,"1045254009899568","1023646009899568","0xd504af2032a4a5aeb38d38d97ff3db09cc578d44","0xd504af2032a4a5aeb38d38d97ff3db09cc578d44",false,"mint","wgw",1000,"0x6a1bce349799d8f81bb9cd1bcf5bf3636dc5e5f841c98414262cfffb6ee09599","application/json","48373473246","21608","2024-03-27T15:26:59.000Z"
